"gene","rho_LGG","p_value_LGG","FDR_LGG","n_LGG","rho_GBM","p_value_GBM","FDR_GBM","n_GBM","delta_rho_LGG_minus_GBM","abs_delta_rho"
"EXOSC5",0.253480909704085,5.23090233344088e-09,3.21089757381733e-08,516,-0.00512773497971276,0.931439727300394,0.961844210233653,284,0.258608644683798,0.258608644683798
"FAM153B",-0.288581625679402,2.35544499384569e-11,1.83103678474387e-10,516,-0.0299769609465745,0.614918025186435,0.75056597878212,284,-0.258604664732827,0.258604664732827
"AC011498.1",-0.256520082724522,3.37786240601197e-09,2.11480466782691e-08,516,0.00208451861188587,0.97210044200543,0.984938883332288,284,-0.258604601336408,0.258604601336408
"FBXO30",0.268349776705784,5.83093126521231e-10,3.95242546320025e-09,516,0.00975464091972329,0.869993284934768,0.924815961229065,284,0.25859513578606,0.25859513578606
"RPS24P13",-0.0509378350371503,0.248078568597995,0.379687835308361,516,0.207625227708002,0.000428324370665187,0.00323665875629065,284,-0.258563062745152,0.258563062745152
"AC016687.2",-0.248440937751792,1.06696947637016e-08,6.34264681570309e-08,516,0.0101120468408588,0.86527438156961,0.921990553944053,284,-0.25855298459265,0.25855298459265
"AL353768.1",0.0981284371330633,0.0258121953169983,0.0577556432705887,516,-0.160423016562478,0.00674575575161638,0.0292400093761257,284,0.258551453695541,0.258551453695541
"C10orf55",0.503800118939404,1.45602501515802e-34,4.43408674562219e-33,516,0.245251546495751,2.9302573576106e-05,0.000322828043150091,284,0.258548572443653,0.258548572443653
"AC006539.2",0.0550560845116227,0.211830461944052,0.336119168183851,516,-0.203489846002491,0.000559928172179123,0.00405487856459092,284,0.258545930514114,0.258545930514114
"RIPPLY3",0.217909250264715,5.78894035812685e-07,2.83283982823063e-06,516,-0.0406268245200231,0.495291152843639,0.653702596004728,284,0.258536074784738,0.258536074784738
"TXNDC17",0.49440332512204,3.6771790181034e-33,1.04280883489799e-31,516,0.235910385130197,5.94681533654923e-05,0.000599298986442387,284,0.258492939991842,0.258492939991842
"RN7SL518P",0.0490801378336483,0.265771410274201,0.400194584505572,516,-0.209410914526278,0.000380915157089862,0.00292506616915365,284,0.258491052359927,0.258491052359927
"AC072026.2",-0.32372466542194,4.70876802572356e-14,4.61570387890247e-13,516,-0.0652530112670298,0.27308671823943,0.438890471516315,284,-0.25847165415491,0.25847165415491
"AC092171.1",-0.00752500515931054,0.864598751042408,0.914209815388147,516,-0.265995890685135,5.49310929556042e-06,7.31488117203136e-05,284,0.258470885525825,0.258470885525825
"VTA1P2",0.0814318403311957,0.0645502214938684,0.127611778212078,516,-0.177023831238014,0.00275543816704218,0.0145361125575366,284,0.258455671569209,0.258455671569209
"OR7E38P",0.0730484873212603,0.0974116744218414,0.179897443517743,516,-0.185390961346582,0.00170262153240901,0.00996282830466086,284,0.258439448667842,0.258439448667842
"SPATA20",0.0289365033842144,0.511917908833373,0.647618986533905,516,0.287368997320355,8.40339344085471e-07,1.34719715263877e-05,284,-0.258432493936141,0.258432493936141
"PDCL3P2",0.0901954126443545,0.0405548029870549,0.0855817837162301,516,-0.168215486225441,0.00447473876099643,0.021255009114733,284,0.258410898869796,0.258410898869796
"MIR924HG",0.238183148560466,4.34143229621472e-08,2.42367676495173e-07,516,-0.0202149822791118,0.73445821480903,0.836270566937003,284,0.258398130839578,0.258398130839578
"AC114271.1",-0.164535151682285,0.000173985467210841,0.000607004263105707,516,0.0938359409933779,0.114597684238574,0.239509694512653,284,-0.258371092675663,0.258371092675663
"AC055717.3",-0.293490246138727,1.03905830841115e-11,8.30350019811207e-11,516,-0.0351490972901166,0.555248979782052,0.703268364473188,284,-0.258341148848611,0.258341148848611
"AC115284.4",0.0943213557614876,0.0321813469332909,0.0700048700222779,516,-0.16398274340108,0.00560435292925354,0.0253720040871391,284,0.258304099162567,0.258304099162567
"AL158825.3",-0.12867980931095,0.0034099989253475,0.00942588830875668,516,-0.386978540597779,1.40074434974271e-11,4.49123038884228e-10,284,0.25829873128683,0.25829873128683
"AL139128.1",0.133246112493015,0.00242164366005496,0.00690635460420863,516,-0.125050376308419,0.035172482374623,0.101219260809586,284,0.258296488801434,0.258296488801434
"RNU6-16P",0.0240904781559716,0.585077914338678,0.710253974347292,516,-0.234205619142656,6.74628597081461e-05,0.000670594273245094,284,0.258296097298627,0.258296097298627
"AL138921.2",-0.204716776120529,2.74891144862623e-06,1.23176613503882e-05,516,0.0535614655012089,0.368493610038782,0.538000360950793,284,-0.258278241621738,0.258278241621738
"SLC13A5",-0.210294729602207,1.43998741182319e-06,6.69847899220222e-06,516,0.0479528089122423,0.420811455333169,0.587763898971627,284,-0.258247538514449,0.258247538514449
"FSD1",-0.406205635317377,6.40268545726095e-22,1.04778129827963e-20,516,-0.147958833529352,0.0125530546165742,0.0467454505989132,284,-0.258246801788025,0.258246801788025
"ASIC4",-0.393023439084307,1.65896035613028e-20,2.49378205104192e-19,516,-0.134827787629627,0.0230549162643335,0.0737923472661916,284,-0.258195651454679,0.258195651454679
"FREM1",0.14469733123227,0.000979731238272619,0.00301219099712956,516,-0.1134974997839,0.0560771353119884,0.142787466998832,284,0.25819483101617,0.25819483101617
"AL136441.1",-0.0986429020011236,0.0250410327288249,0.0562507149627823,516,0.159550824347059,0.00705535253197277,0.0302007076677469,284,-0.258193726348183,0.258193726348183
"PDE11A",-0.146699849296385,0.000830577867197811,0.00258499114626585,516,0.111465312679698,0.0606535839508869,0.151285803937449,284,-0.258165161976084,0.258165161976084
"RN7SKP62",-0.00491004415412089,0.911406255665436,0.944801964489429,516,-0.263072624368129,7.01541340615527e-06,9.10946142789207e-05,284,0.258162580214008,0.258162580214008
"AC108057.1",-0.148820625884274,0.000695722775267507,0.00219466580844521,516,0.109323911433267,0.0658046824106202,0.160607380920603,284,-0.258144537317541,0.258144537317541
"SLC45A4",-0.163414866034391,0.000192882865860709,0.000667696916192002,516,0.0947116958773283,0.111238156140549,0.234487789241987,284,-0.258126561911719,0.258126561911719
"STEAP1",-0.0902939757192446,0.0403351378540631,0.0851961963923678,516,0.167831164034608,0.00456809724575736,0.0216099852065253,284,-0.258125139753852,0.258125139753852
"AL035252.2",-0.274049091408022,2.42446212679543e-10,1.70497062124736e-09,516,-0.0159416977623612,0.789094678732518,0.87322524958802,284,-0.258107393645661,0.258107393645661
"MELTF",0.121986626912269,0.00552607432141784,0.0146299308506521,516,0.380093093431334,3.41213563395827e-11,1.04963791406526e-09,284,-0.258106466519065,0.258106466519065
"FAM43A",-0.0708295496942103,0.108042309369726,0.195873315833093,516,0.187249814677539,0.00152567262666932,0.009111402193602,284,-0.258079364371749,0.258079364371749
"RPLP1P6",0.0178519638173391,0.685795489759948,0.789622995170072,516,0.2759285113695,2.3411180429771e-06,3.40117246376597e-05,284,-0.258076547552161,0.258076547552161
"AF064858.3",0.144268171106833,0.00101475643226649,0.0031110716170176,516,-0.113802543122607,0.0554155315440557,0.141566823619887,284,0.258070714229439,0.258070714229439
"AL359397.1",-0.20035425368514,4.50254031675927e-06,1.96426754988067e-05,516,0.0576866078395213,0.332709187809812,0.502440014573695,284,-0.258040861524661,0.258040861524661
"AC116351.1",-0.0083679913044208,0.849601778200919,0.904373594043688,516,0.249668241361872,2.07626734090567e-05,0.000238495950284513,284,-0.258036232666293,0.258036232666293
"HMGCL",0.685094621439345,9.64436371906571e-73,9.9058136518862e-71,516,0.427058389017385,5.11899336516432e-14,2.15878735031796e-12,284,0.25803623242196,0.25803623242196
"LINC02642",0.646746021009981,1.84402922428335e-62,1.48180732445222e-60,516,0.388719297372481,1.11472034045006e-11,3.62319164745026e-10,284,0.2580267236375,0.2580267236375
"TAC1",-0.317287568391848,1.5653258348523e-13,1.46790872736789e-12,516,-0.0593400937248715,0.319014557933189,0.488520313266329,284,-0.257947474666977,0.257947474666977
"RNU4-89P",0.151652281293211,0.000547167973500715,0.00175735209454937,516,-0.106266899330919,0.073774483881819,0.174863736645833,284,0.257919180624129,0.257919180624129
"LINC01354",0.420633673901251,1.53249194986456e-23,2.72496074094425e-22,516,0.162716526048611,0.00598880297685264,0.0266665208450003,284,0.25791714785264,0.25791714785264
"SRSF10P1",0.102004400614592,0.0204752614504714,0.047112866872982,516,-0.155904241772453,0.00849164106809089,0.0347940616576929,284,0.257908642387045,0.257908642387045
"SNORA46",0.0279554598919391,0.526335527620104,0.660268704272236,516,-0.229950996599662,9.20501694744294e-05,0.000877850701943023,284,0.257906456491601,0.257906456491601
"KCNK15-AS1",-0.285475418166696,3.9216117221696e-11,2.98123762342999e-10,516,-0.0275966790734507,0.643289386617578,0.77135774997058,284,-0.257878739093245,0.257878739093245
"PLCH1",-0.0803611977310262,0.0681552075952316,0.133607101095264,516,0.177459549934908,0.00268857279295083,0.0142574613930661,284,-0.257820747665934,0.257820747665934
"AL031073.1",0.0830022284837734,0.05954768845929,0.119076405973584,516,-0.17481729187895,0.00311783179909245,0.0160705868269841,284,0.257819520362723,0.257819520362723
"DNMBP-AS1",-0.144907774303349,0.00096296725032803,0.00296403764715745,516,0.112849299570756,0.0575047426176031,0.145581367549566,284,-0.257757073874105,0.257757073874105
"AC034114.2",0.120686994806838,0.00605344374175586,0.0158854039306699,516,-0.137064602229882,0.0208559645386937,0.0684356529242648,284,0.25775159703672,0.25775159703672
"LINC00652",-0.277198880178154,1.47961974786467e-10,1.06396638463115e-09,516,-0.0194495620954094,0.7441556723228,0.843057088826133,284,-0.257749318082745,0.257749318082745
"AC025188.2",0.0981526306447014,0.0257754765874101,0.0576894789183592,516,-0.159595222712718,0.00703929129835,0.0301627822211955,284,0.257747853357419,0.257747853357419
"AC005753.3",-0.453286696211852,1.64130718004774e-27,3.59934331941293e-26,516,-0.195554905944584,0.000922812546447939,0.00607950488358703,284,-0.257731790267268,0.257731790267268
"RN7SL837P",0.0924137093581208,0.0358488599590202,0.0769312394751942,516,-0.165287874517901,0.00523140944904636,0.0240436664477684,284,0.257701583876021,0.257701583876021
"ARSLP1",-0.0823596945793484,0.061554323208187,0.122546793739337,516,0.175332450799481,0.00302955598068188,0.0157153205940144,284,-0.25769214537883,0.25769214537883
"APBB3",-0.18358542381715,2.71839128104451e-05,0.000106768158143284,516,0.0740991232872407,0.213151826035299,0.371432807139207,284,-0.25768454710439,0.25768454710439
"IRAG1-AS1",-0.110680336988623,0.0118759071201729,0.029066300034342,516,0.146997271502943,0.0131455371636535,0.0483875612975509,284,-0.257677608491566,0.257677608491566
"ARSB",0.0316326853919259,0.473378234675772,0.61189414582681,516,0.289280634523152,7.04951080543601e-07,1.14927040512597e-05,284,-0.257647949131226,0.257647949131226
"C7orf77",0.526007258393907,4.68223273772e-38,1.6719596054775e-36,516,0.268359852449192,4.49769778263906e-06,6.10227025172948e-05,284,0.257647405944716,0.257647405944716
"LINC01356",0.522009770144232,2.08122973997776e-37,7.22179049392405e-36,516,0.264364293429223,6.29893286188138e-06,8.26978603538643e-05,284,0.257645476715009,0.257645476715009
"AL161734.1",-0.242327166194112,2.48149993017235e-08,1.42057572512532e-07,516,0.0153110592473402,0.797253167761505,0.878321119375711,284,-0.257638225441452,0.257638225441452
"AC068473.3",0.125060559554477,0.0044395003660233,0.0119761145684075,516,-0.132559525688926,0.0254865048437171,0.0796041756069245,284,0.257620085243403,0.257620085243403
"AC133065.1",0.326843162083092,2.60404422739105e-14,2.6013273642714e-13,516,0.0692256106644132,0.244885866650031,0.407734286598159,284,0.257617551418679,0.257617551418679
"AC138089.1",-0.297745678784382,5.04583133037517e-12,4.14308223378232e-11,516,-0.0401478763993616,0.500392810029589,0.658499986432909,284,-0.25759780238502,0.25759780238502
"CAMKK2",-0.191248077691915,1.21864655065487e-05,5.0283078148451e-05,516,0.0663441313680858,0.265129780748291,0.430311704904325,284,-0.257592209060001,0.257592209060001
"AC106734.1",-0.201540313883509,3.94144672039002e-06,1.73125158760246e-05,516,0.056046251539427,0.346662567195008,0.51663739790664,284,-0.257586565422936,0.257586565422936
"GLUD1P2",-0.306223814088685,1.15432505069471e-12,1.00136634580459e-11,516,-0.0486673936373233,0.413914384810835,0.581754022491813,284,-0.257556420451362,0.257556420451362
"AC006213.1",0.337919229917895,3.00425565843108e-15,3.22097943443595e-14,516,0.0803665902369532,0.176831877504574,0.325493413171221,284,0.257552639680942,0.257552639680942
"LINC02774",-0.408514911099702,3.56601775645058e-22,5.91797617742802e-21,516,-0.150967331789677,0.0108484335370856,0.0419633583066134,284,-0.257547579310026,0.257547579310026
"EVL",-0.0804846569206181,0.0677312647757143,0.13291901891353,516,0.177060353566442,0.00274977597697735,0.0145102816986177,284,-0.25754501048706,0.25754501048706
"BMPR1B",0.339333169839657,2.26598403541807e-15,2.45225486867437e-14,516,0.081830016737958,0.169054141768853,0.315508530902027,284,0.257503153101699,0.257503153101699
"Z99289.2",0.209965079929847,1.49681104899279e-06,6.94850464036912e-06,516,-0.0475373044248885,0.42485251150461,0.591400058821097,284,0.257502384354736,0.257502384354736
"AC114971.1",0.12355025863594,0.00494659358303124,0.0132124803272644,516,-0.133950568534024,0.0239704393693756,0.0760376952887821,284,0.257500827169964,0.257500827169964
"ZNF442",0.0622577332493407,0.15790160209468,0.266324885914388,516,-0.195239504724086,0.000940954181852534,0.00618325781180822,284,0.257497237973426,0.257497237973426
"KITLG",-0.0563944014325488,0.200916150451989,0.322386929931924,516,0.20110174544968,0.000652081011209371,0.00457467226241102,284,-0.257496146882229,0.257496146882229
"HSBP1",0.31268102892624,3.63333401979452e-13,3.29561130559108e-12,516,0.0552022568739572,0.353984144843317,0.523689446365817,284,0.257478772052283,0.257478772052283
"AC114296.1",-0.0433715044471636,0.32546738019834,0.465939629366052,516,0.214105418163881,0.000278529846513466,0.00225714393650713,284,-0.257476922611045,0.257476922611045
"AC091027.1",0.0904239741423612,0.0400469526837909,0.0846698006684394,516,-0.167052190859658,0.00476272497258042,0.0223189670465132,284,0.257476165002019,0.257476165002019
"NDUFAB1",-0.157713560957553,0.000322642843484043,0.00107867768664598,516,0.099710556438875,0.0935183966029482,0.20747862298669,284,-0.257424117396428,0.257424117396428
"XK",-0.0761400349442107,0.0840091103687617,0.159365950966846,516,0.181283633902832,0.00216201383741022,0.0120248667086485,284,-0.257423668847042,0.257423668847042
"GIP",-0.133505689418714,0.00237423103052746,0.00678346576702036,516,0.123899235402924,0.0369039083378644,0.104948143131111,284,-0.257404924821637,0.257404924821637
"AC116021.1",-0.14711991391069,0.000802084724902124,0.00250417642281673,516,0.110272749695994,0.0634796508058483,0.156477807172442,284,-0.257392663606684,0.257392663606684
"TSPYL5",0.0559883809581997,0.204183217410154,0.326571747868545,516,0.313379102960706,6.87704969422678e-08,1.34207525237694e-06,284,-0.257390722002507,0.257390722002507
"AP001889.1",-0.152556836929465,0.000506309170603409,0.00163663946878904,516,0.104824226903905,0.0777993522424062,0.18177291022219,284,-0.25738106383337,0.25738106383337
"RNU7-194P",0.0429482031510831,0.330215971753766,0.470832895224614,516,-0.21441752449657,0.000272727207025835,0.00221961292269215,284,0.257365727647653,0.257365727647653
"GABRR3",0.384784483148487,1.17909265065627e-19,1.6832985324292e-18,516,0.127430633781527,0.0318102107363417,0.0939827810417051,284,0.25735384936696,0.25735384936696
"SEC61G",0.301032982043202,2.86433574997559e-12,2.40108607882284e-11,516,0.0436831889608059,0.46339647761869,0.625802659690397,284,0.257349793082396,0.257349793082396
"SCARNA8",0.112617320327343,0.010463646294661,0.025963073983418,516,-0.144725893588845,0.0146437095333236,0.0524519941749343,284,0.257343213916188,0.257343213916188
"AC073050.1",0.0398758062702983,0.366012887842826,0.50828275147199,516,-0.217422703325267,0.000222341893522345,0.00186618809433903,284,0.257298509595565,0.257298509595565
"SPON1",0.166773157372155,0.000141314571122072,0.000499593306042743,516,-0.090521181767937,0.12803710876794,0.259322130513035,284,0.257294339140092,0.257294339140092
"HLA-DRB5",0.664366924529137,5.38312618772391e-67,4.84232773042534e-65,516,0.407086521359887,9.21228538319736e-13,3.4251144503859e-11,284,0.25728040316925,0.25728040316925
"AC009228.2",0.136781638294058,0.00184447541868508,0.00538871849797986,516,-0.120497321078508,0.0424480962859923,0.116484329873822,284,0.257278959372567,0.257278959372567
